(unknown) Africa/Abidjan
+9 (Asia/Tokyo)
+9 (Asia/Yakutsk)
+9 (Pacific/Palau)
+9:30 (Australia/Adelaide)
+9:30 (Australia/Broken_Hill)
+9:30 (Australia/Darwin)
-1 (America/Godthab)
-1 (America/Scoresbysund)
-1 (Atlantic/Cape_Verde)
-10 (Pacific/Honolulu)
-10 (Pacific/Rarotonga)
-10 (Pacific/Tahiti)
-11 (Pacific/Midway)
-11 (Pacific/Niue)
-11 (Pacific/Pago_Pago)
-2 (America/Miquelon)
-2 (America/Noronha)
-2 (Atlantic/South_Georgia)
-2:30 (America/St_Johns)
-3 (America/Araguaina)
-3 (America/Argentina/La_Rioja)
-3 (America/Argentina/Rio_Gallegos)
-3 (America/Argentina/Salta)
-3 (America/Argentina/San_Juan)
-3 (America/Argentina/San_Luis)
-3 (America/Argentina/Tucuman)
-3 (America/Argentina/Ushuaia)
-3 (America/Asuncion)
-3 (America/Bahia)
-3 (America/Belem)
-3 (America/Buenos_Aires)
-3 (America/Catamarca)
-3 (America/Cayenne)
-3 (America/Cordoba)
-3 (America/Fortaleza)
-3 (America/Glace_Bay)
-3 (America/Goose_Bay)
-3 (America/Halifax)
-3 (America/Jujuy)
-3 (America/Maceio)
-3 (America/Mendoza)
-3 (America/Moncton)
-3 (America/Montevideo)
-3 (America/Paramaribo)
-3 (America/Punta_Arenas)
-3 (America/Recife)
-3 (America/Santarem)
-3 (America/Sao_Paulo)
-3 (America/Thule)
-3 (Antarctica/Palmer)
-3 (Antarctica/Rothera)
-3 (Atlantic/Bermuda)
-3 (Atlantic/Stanley)
-4 (America/Anguilla)
-4 (America/Antigua)
-4 (America/Aruba)
-4 (America/Barbados)
-4 (America/Blanc-Sablon)
-4 (America/Boa_Vista)
-4 (America/Campo_Grande)
-4 (America/Caracas)
-4 (America/Cuiaba)
-4 (America/Curacao)
-4 (America/Detroit)
-4 (America/Dominica)
-4 (America/Grand_Turk)
-4 (America/Grenada)
-4 (America/Guadeloupe)
-4 (America/Guyana)
-4 (America/Havana)
-4 (America/Indiana/Marengo)
-4 (America/Indiana/Petersburg)
-4 (America/Indiana/Vevay)
-4 (America/Indiana/Vincennes)
-4 (America/Indiana/Winamac)
-4 (America/Indianapolis)
-4 (America/Iqaluit)
-4 (America/Kentucky/Monticello)
-4 (America/Kralendijk)
-4 (America/La_Paz)
-4 (America/Louisville)
-4 (America/Lower_Princes)
-4 (America/Manaus)
-4 (America/Marigot)
-4 (America/Martinique)
-4 (America/Montserrat)
-4 (America/Nassau)
-4 (America/New_York)
-4 (America/Port-au-Prince)
-4 (America/Port_of_Spain)
-4 (America/Porto_Velho)
-4 (America/Puerto_Rico)
-4 (America/Santiago)
-4 (America/Santo_Domingo)
-4 (America/St_Barthelemy)
-4 (America/St_Kitts)
-4 (America/St_Lucia)
-4 (America/St_Thomas)
-4 (America/St_Vincent)
-4 (America/Toronto)
-4 (America/Tortola)
-5 (America/Bogota)
-5 (America/Cancun)
-5 (America/Cayman)
-5 (America/Chicago)
-5 (America/Coral_Harbour)
-5 (America/Eirunepe)
-5 (America/Guayaquil)
-5 (America/Indiana/Knox)
-5 (America/Indiana/Tell_City)
-5 (America/Jamaica)
-5 (America/Lima)
-5 (America/Matamoros)
-5 (America/Menominee)
-5 (America/North_Dakota/Beulah)
-5 (America/North_Dakota/Center)
-5 (America/North_Dakota/New_Salem)
-5 (America/Ojinaga)
-5 (America/Panama)
-5 (America/Rankin_Inlet)
-5 (America/Resolute)
-5 (America/Rio_Branco)
-5 (America/Winnipeg)
-6 (America/Bahia_Banderas)
-6 (America/Belize)
-6 (America/Boise)
-6 (America/Cambridge_Bay)
-6 (America/Chihuahua)
-6 (America/Ciudad_Juarez)
-6 (America/Costa_Rica)
-6 (America/Denver)
-6 (America/Edmonton)
-6 (America/El_Salvador)
-6 (America/Guatemala)
-6 (America/Inuvik)
-6 (America/Managua)
-6 (America/Merida)
-6 (America/Mexico_City)
-6 (America/Monterrey)
-6 (America/Regina)
-6 (America/Swift_Current)
-6 (America/Tegucigalpa)
-6 (Pacific/Easter)
-6 (Pacific/Galapagos)
-7 (America/Creston)
-7 (America/Dawson)
-7 (America/Dawson_Creek)
-7 (America/Fort_Nelson)
-7 (America/Hermosillo)
-7 (America/Los_Angeles)
-7 (America/Mazatlan)
-7 (America/Phoenix)
-7 (America/Tijuana)
-7 (America/Vancouver)
-7 (America/Whitehorse)
-8 (America/Anchorage)
-8 (America/Juneau)
-8 (America/Metlakatla)
-8 (America/Nome)
-8 (America/Sitka)
-8 (America/Yakutat)
-8 (Pacific/Pitcairn)
-9 (America/Adak)
-9 (Pacific/Gambier)
-9:30 (Pacific/Marquesas)
